respondent_id,h1n1 vaccine,seasonal vaccine
34490,0.226869449,0.846771895
34491,0.123885617,0.52716861
34492,0.245583607,0.147066057
34493,0.136862328,0.508012547
34494,0.386021536,0.69281406
34497,0.775907374,0.6790421
34498,0.241878953,0.144562773
34499,0.415321448,0.692575376
34500,0.07295709,0.724952398
34501,0.531357904,0.845262291
34502,0.194439463,0.194439463
34503,0.229979354,0.346895305
34504,0.387535575,0.261890365
34505,0.112671379,0.112671379
34506,0.11244119,0.098137222
34507,0.104049524,0.104049524
34508,0.200890005,0.816835922
34509,0.442785304,0.30883339
34510,0.333192991,0.760703418
34511,0.191254338,0.117655277
34513,0.592792312,0.947083177
34515,0.364028119,0.242980754
34516,0.800473668,0.69227446
34519,0.46899255,0.219244206
34520,0.506603361,0.453778322
34521,0.694508008,0.694508008
34522,0.592616124,0.821045626
34523,0.283211883,0.181373697
34524,0.730283682,0.923102614
34525,0.09636536,0.09636536
34526,0.549691978,0.160988377
34527,0.141499735,0.191270367
34528,0.31963787,0.045992766
34529,0.501265443,0.731386295
34530,0.529616949,0.424322089
34531,0.131164941,0.322558041
34533,0.519668918,0.924667191
34534,0.270209379,0.270209379
34535,0.262111394,0.263184229
34536,0.329677079,0.818252853
34537,0.197122433,0.120719929
34538,0.558171769,0.558171769
34540,0.166761152,0.693657427
34542,0.623355208,0.623355208
34543,0.273342969,0.452597076
34544,0.130051816,0.130051816
34545,0.731437539,0.949699454
34546,0.322484981,0.322484981
34547,0.611802302,0.747410327
34548,0.095839266,0.513933626
34549,0.161321112,0.161321112
34550,0.157858059,0.558689756
34551,0.747092339,0.747092339
34552,0.186748973,0.039434734
34553,0.941836312,0.941836312
34554,0.324195021,0.157871004
34555,0.070501842,0.11973067
34556,0.366506354,0.453603443
34557,0.691651276,0.691651276
34558,0.381220602,0.706591567
34559,0.048745684,0.048745684
34561,0.126059929,0.204152387
34563,0.134316586,0.239373335
34564,0.414371661,0.956270803
34565,0.689041065,0.555445166
34566,0.301155825,0.904050069
34567,0.168698345,0.102932818
34568,0.205669066,0.127396691
34569,0.223722211,0.617810442
34570,0.580201411,0.580201411
34572,0.579880591,0.579880591
34573,0.128558017,0.207829991
34574,0.270967276,0.270967276
34575,0.498773827,0.498081374
34576,0.697441485,0.249541821
34577,0.21751134,0.908417215
34578,0.270027453,0.829201842
34579,0.358279347,0.358916425
34581,0.027335802,0.027335802
34582,0.396456482,0.396456482
34583,0.480946774,0.879308689
34584,0.231356859,0.397500453
34585,0.126875744,0.126875744
34586,0.101496656,0.056455127
34587,0.602645859,0.804255612
34588,0.216556254,0.694278142
34589,0.835753677,0.900489919
34590,0.832113792,0.920415591
34591,0.185158665,0.107429226
34592,0.705986868,0.895981157
34593,0.432300575,0.300395654
34595,0.409486259,0.281095697
34596,0.819656464,0.674640041
34597,0.692590057,0.416010956
34598,0.329633476,0.135201497
34599,0.800949497,0.800949497
34600,0.75280625,0.75280625
34601,0.364397236,0.364397236
34602,0.27477179,0.402554611
34604,0.28556781,0.504954147
34605,0.422581808,0.422581808
34606,0.187046033,0.187046033
34607,0.559371417,0.735631623
34608,0.740551412,0.835421655
34609,0.059530153,0.250620395
34610,0.028318485,0.016167432
34611,0.072522435,0.121785548
34612,0.148184036,0.037114921
34613,0.224003016,0.167478849
34614,0.779740411,0.862605105
34615,0.088997659,0.147670233
34616,0.692294327,0.557836028
34617,0.041195632,0.013476471
34618,0.332404589,0.611612955
34619,0.158370117,0.065116656
34620,0.675897463,0.675897463
34621,0.743193375,0.618727286
34622,0.254568856,0.254568856
34623,0.965126656,0.971594829
34624,0.231950114,0.450671769
34625,0.861211373,0.861211373
34626,0.811725586,0.738386588
34627,0.230395944,0.016641012
34629,0.009860444,0.043011858
34630,0.186527004,0.186527004
34631,0.217188164,0.855622387
34632,0.173583598,0.100116331
34633,0.249759962,0.337103079
34634,0.123107798,0.493912171
34635,0.187679605,0.187679605
34636,0.892096518,0.543233276
34637,0.130882867,0.2112409
34638,0.833844931,0.833844931
34639,0.076067082,0.1277155
34641,0.202264772,0.125083966
34642,0.23062474,0.655377513
34643,0.908781391,0.924886917
34644,0.481830542,0.534724319
34646,0.413833695,0.413833695
34647,0.932702982,0.549875837
34648,0.245406775,0.366433402
34650,0.571299746,0.571977991
34651,0.774987632,0.489830551
34652,0.232715628,0.272651921
34653,0.890375592,0.890375592
34654,0.647775673,0.681040482
34656,0.287130911,0.380907674
34657,0.816443734,0.881383832
34658,0.150618368,0.101604342
34659,0.287067095,0.287067095
34660,0.224673588,0.667647867
34661,0.148125306,0.353544771
34662,0.408251791,0.601281524
34663,0.627899177,0.627899177
34664,0.319480972,0.82403466
34665,0.147080596,0.147428407
34666,0.224631968,0.224631968
34667,0.18468021,0.18468021
34668,0.469387101,0.832264966
34669,0.31726398,0.31726398
34670,0.806442187,0.806442187
34671,0.325349703,0.845108236
34672,0.238734505,0.632139699
34673,0.858123126,0.656641083
34675,0.94690133,0.94690133
34676,0.894257206,0.893995
34677,0.35974195,0.326124603
34678,0.55704387,0.978260221
34679,0.561168035,0.661405966
34680,0.447864968,0.760232926
34681,0.022905031,0.022905031
34682,0.837833303,0.590206535
34683,0.665758385,0.779371273
34684,0.105878724,0.105878724
34685,0.349154775,0.349154775
34686,0.072899409,0.440254787
34687,0.690951509,0.690951509
34689,0.892394029,0.332911552
34690,0.835594052,0.66512298
34691,0.204446796,0.4796725
34692,0.782904875,0.893784998
34693,0.117823056,0.035895637
34694,0.21079995,0.510785213
34695,0.043667025,0.179909063
34696,0.566383423,0.936456166
34698,0.692795928,0.286765178
34699,0.075829946,0.282751566
34700,0.282836943,0.282836943
34701,0.346362385,0.332340733
34702,0.299847995,0.299847995
34704,0.198799882,0.567283973
34705,0.543345829,0.943451834
34706,0.354896409,0.853494798
34707,0.086862914,0.071465951
34709,0.069614504,0.102572366
34710,0.089396267,0.017295545
34711,0.949482607,0.949482607
34713,0.070887157,0.098675516
34714,0.109098756,0.06492561
34715,0.050716493,0.14386296
34717,0.223814719,0.372537127
34719,0.211948165,0.79334445
34720,0.487520743,0.540387736
34721,0.089450443,0.148372902
34722,0.231193261,0.12093662
34723,0.208325223,0.077205399
34724,0.886361376,0.742211664
34725,0.822127992,0.910161338
34726,0.069299646,0.190607002
34727,0.217977392,0.946631024
34728,0.350615039,0.6293782
34729,0.864931036,0.864931036
34730,0.080848357,0.080848357
34731,0.126886867,0.075544528
34732,0.227789896,0.227789896
34733,0.274466093,0.946836755
34734,0.641788686,0.688896867
34735,0.411957965,0.817158191
34736,0.098886738,0.956338009
34737,0.34485761,0.34485761
34738,0.042285494,0.042285494
34740,0.072419369,0.437136374
34742,0.198647322,0.648025093
34743,0.201573424,0.201573424
34745,0.132808605,0.354578103
34746,0.155039838,0.257287642
34747,0.187628464,0.187628464
34748,0.755797726,0.755797726
34749,0.134312317,0.134312317
34750,0.282250449,0.714993726
34751,0.784362664,0.784362664
34752,0.852414425,0.852414425
34753,0.72400916,0.936362908
34754,0.028486188,0.165678753
34755,0.902722537,0.942718576
34756,0.837485913,0.446154971
34757,0.254500944,0.571630945
34758,0.306950275,0.545421851
34759,0.168280828,0.264070707
34760,0.926733473,0.630047939
34761,0.054137918,0.054137918
34762,0.645304914,0.867132517
34763,0.648007085,0.648007085
34764,0.018663153,0.083722198
34765,0.370702941,0.370702941
34766,0.69718609,0.963128067
34767,0.225833739,0.479870667
34768,0.671329141,0.783663769
34769,0.34397496,0.566568132
34770,0.414620339,0.504746085
34771,0.6021981,0.906403419
34772,0.41657012,0.52168456
34773,0.745194561,0.783295636
34774,0.561282478,0.801393315
34775,0.377936455,0.226868122
34776,0.346862285,0.126050705
34777,0.066975826,0.112929991
34778,0.605792439,0.706128572
34779,0.249721043,0.337056665
34780,0.152281536,0.152281536
34781,0.690278766,0.934118247
34782,0.089223473,0.01136658
34784,0.18688824,0.137733936
34785,0.084437563,0.235936275
34786,0.92844532,0.804021782
34787,0.174940569,0.451827144
34788,0.780686358,0.952429837
34789,0.078420922,0.751224074
34790,0.650551679,0.739838092
34791,0.055400498,0.130182441
34792,0.195806004,0.195806004
34793,0.725033505,0.6937091
34794,0.068242577,0.322927126
34795,0.474840202,0.337056851
34796,0.152305341,0.933910455
34797,0.206935058,0.206935058
34798,0.624628903,0.946438523
34799,0.156818724,0.15755261
34800,0.289477219,0.456187772
34801,0.22638607,0.342287299
34802,0.199004802,0.199004802
34803,0.686453631,0.795195959
34804,0.548827249,0.854584758
34805,0.326073956,0.326073956
34806,0.495483188,0.714788986
34807,0.526312674,0.73926923
34808,0.703819382,0.297007718
34809,0.553577892,0.20424821
34810,0.662846008,0.708442984
34811,0.200043872,0.738852286
34812,0.370653773,0.511572987
34813,0.027441873,0.136312687
34814,0.086177728,0.345331558
34815,0.740831251,0.474738215
34816,0.192622567,0.169292539
34818,0.159172011,0.567534668
34819,0.047695267,0.136088388
34820,0.148087272,0.148087272
34821,0.02878677,0.049940771
34822,0.413716971,0.284639308
34823,0.177286698,0.177286698
34824,0.192708481,0.192708481
34825,0.220528406,0.220528406
34826,0.097819981,0.118172177
34827,0.618590857,0.742553842
34828,0.137088605,0.071630461
34829,0.61466392,0.802783914
34830,0.795397179,0.795397179
34831,0.512853981,0.544914969
34832,0.541207612,0.541207612
34833,0.09387196,0.093636623
34835,0.113410152,0.545853846
34836,0.185146348,0.820928853
34837,0.45996455,0.394287175
34838,0.041855895,0.041967118
34839,0.388802601,0.388802601
34840,0.29814052,0.704371424
34841,0.110460813,0.159442691
34842,0.030558917,0.030558917
34843,0.085896731,0.229594691
34844,0.592758627,0.888589963
34845,0.0964841,0.252468727
34846,0.1645374,0.457083764
34847,0.609579989,0.943116279
34848,0.074497597,0.202025483
34849,0.839510055,0.970905377
34850,0.554869685,0.257881472
34851,0.080502314,0.466187192
34852,0.195548076,0.576212769
34853,0.309320926,0.309320926
34854,0.042615136,0.473155647
34855,0.312684789,0.687292451
34856,0.329584331,0.734402341
34857,0.015812196,0.015812196
34858,0.302601778,0.302601778
34859,0.562324838,0.418756417
34860,0.929374613,0.806229739
34861,0.2829807,0.50177543
34862,0.160954457,0.050761656
34863,0.04180284,0.04180284
34864,0.933084888,0.933084888
34865,0.808378218,0.830445496
34866,0.95802451,0.965763233
34867,0.104701114,0.061701423
34868,0.798732324,0.676231837
34869,0.551219511,0.58348282
34870,0.114660691,0.186783042
34871,0.038565726,0.112305446
34872,0.712550662,0.815103328
34873,0.080707889,0.17002596
34874,0.514126467,0.566688276
34875,0.630273133,0.751961677
34876,0.724827916,0.84197129
34877,0.323110125,0.728618502
34878,0.4400728,0.899160846
34879,0.210116686,0.210116686
34880,0.388904941,0.307245192
34881,0.89447422,0.89447422
34882,0.159111478,0.096166214
34883,0.10714296,0.275112625
34884,0.114849609,0.371257703
34885,0.949940482,0.938851707
34887,0.243387259,0.092785818
34888,0.484488213,0.942003542
34889,0.559446485,0.059676271
34890,0.031215685,0.040670151
34891,0.056782275,0.032918543
34892,0.943148372,0.969059859
34893,0.224482893,0.30659887
34894,0.036662058,0.063390731
34895,0.911006828,0.939893744
34896,0.080933039,0.672890994
34897,0.927237666,0.911587998
34898,0.439827935,0.805766034
34899,0.824716346,0.945284663
34900,0.641303817,0.277911581
34901,0.124674172,0.124674172
34902,0.067260228,0.164301765
34903,0.235777938,0.209487203
34904,0.142811702,0.142811702
34905,0.252160775,0.252160775
34907,0.123614456,0.2000959
34908,0.116879251,0.190524268
34909,0.184399108,0.184399108
34910,0.841674199,0.841674199
34911,0.951821311,0.442040284
34912,0.08762007,0.127621549
34913,0.29199559,0.201280216
34914,0.155120663,0.786504885
34915,0.083126253,0.138516592
34916,0.229416122,0.781933677
34917,0.605445178,0.948535052
34918,0.27936412,0.651915778
34919,0.802056986,0.541072466
34920,0.93663111,0.93663111
34921,0.154511669,0.883240013
34923,0.151784914,0.553675267
34924,0.823726999,0.595039636
34925,0.036847939,0.036847939
34926,0.344653596,0.515446951
34927,0.575248555,0.837219442
34928,0.381121201,0.660128043
34929,0.52287707,0.555534994
34930,0.718837465,0.749044621
34931,0.137901313,0.406109498
34932,0.401379646,0.631138929
34933,0.370900613,0.511837349
34934,0.049559884,0.049559884
34935,0.377105298,0.77201909
34936,0.254004251,0.570989372
34937,0.079475111,0.079475111
34938,0.762824509,0.964185369
34939,0.116627873,0.294561554
34940,0.814270185,0.932383128
34941,0.033336105,0.033246963
34942,0.860559411,0.711705437
34943,0.387970002,0.529239163
34944,0.387016387,0.095626615
34945,0.220972921,0.186663602
34946,0.76520961,0.246266055
34948,0.308483202,0.102943535
34949,0.336872678,0.222185521
34951,0.492584534,0.597244792
34952,0.649595976,0.957019433
34953,0.427417474,0.63527832
34954,0.894037958,0.988901239
34955,0.203498045,0.125920925
34956,0.849681329,0.849681329
34957,0.736876422,0.647058467
34958,0.623481023,0.703800626
34959,0.181689443,0.181689443
34960,0.575309988,0.76083493
34961,0.304375289,0.813173621
34963,0.314302914,0.902178377
34964,0.06439961,0.108792262
34965,0.22353086,0.139323423
34966,0.121946552,0.194822415
34967,0.209602313,0.136666463
34968,0.298309975,0.298309975
34969,0.138217205,0.435209421
34970,0.143998193,0.346018983
34971,0.177908897,0.600702141
34972,0.242185161,0.411937422
34973,0.353980894,0.155351142
34974,0.81849339,0.81849339
34975,0.146326819,0.029813229
34976,0.145210328,0.232016663
34977,0.181955885,0.362084969
34979,0.092398889,0.111762911
34980,0.941081453,0.900063493
34981,0.27420513,0.810404561
34982,0.884468109,0.884468109
34983,0.175626547,0.19548189
34984,0.828221032,0.770155456
34985,0.746867998,0.746867998
34986,0.808255032,0.297052741
34987,0.039268413,0.055546166
34988,0.271900309,0.434681037
34989,0.308534264,0.20057667
34990,0.111342773,0.68969609
34991,0.663169004,0.525411884
34992,0.548288424,0.974481407
34993,0.65144223,0.740591834
34994,0.87769762,0.90478631
34995,0.257469277,0.775724072
34996,0.958285988,0.965978216
34997,0.669238649,0.265100131
34998,0.744639524,0.376398101
34999,0.657040623,0.656416201
35000,0.104820983,0.686814251
35002,0.25035739,0.764955627
35003,0.315447987,0.593734592
35004,0.155092171,0.113137081
35005,0.287240609,0.332479343
35006,0.738479164,0.614231728
35007,0.225364893,0.307675505
35009,0.297940558,0.759148272
35010,0.268875324,0.313085118
35011,0.265360035,0.391786289
35012,0.944195542,0.825073187
35013,0.240322603,0.409474771
35014,0.131089033,0.131089033
35015,0.332930297,0.287089411
35016,0.045324641,0.130237143
35017,0.890252756,0.909303203
35018,0.040760199,0.070258738
35019,0.383020511,0.776407649
35020,0.939755018,0.926584412
35021,0.189692357,0.189692357
35022,0.028431242,0.22497962
35023,0.321099207,0.210540849
35024,0.429771806,0.19330611
35025,0.077952906,0.137643922
35026,0.081891593,0.144127153
35027,0.153540825,0.505010985
35028,0.776719855,0.86084977
35029,0.677654644,0.788969941
35030,0.569539975,0.569539975
35031,0.104785299,0.171902055
35032,0.247627383,0.562656706
35033,0.733258832,0.657034694
35034,0.156106323,0.248056252
35036,0.126611341,0.314953437
35037,0.167291187,0.530510048
35038,0.229059033,0.143493082
35039,0.656403099,0.85799459
35040,0.183284005,0.038676266
35042,0.206190161,0.206190161
35043,0.395369301,0.395369301
35044,0.057411132,0.117493076
35045,0.035329682,0.035329682
35046,0.675293518,0.554547572
35047,0.783823266,0.502678018
35048,0.589611167,0.446178088
35050,0.06304874,0.06304874
35051,0.371451972,0.370805513
35052,0.149042472,0.23750314
35053,0.202502988,0.900852712
35054,0.0834042,0.166668671
35055,0.548584939,0.405276195
35056,0.082444936,0.082444936
35057,0.06017595,0.084145701
35058,0.584096841,0.307504424
35059,0.241551955,0.075918632
35060,0.069599117,0.141204792
35061,0.132508546,0.132508546
35062,0.563809708,0.822592751
35063,0.041241238,0.061656428
35064,0.148943024,0.237361131
35065,0.818535029,0.888884497
35066,0.120136883,0.397463371
35067,0.10346306,0.10346306
35068,0.207140016,0.505251341
35069,0.100216161,0.25996159
35070,0.586138161,0.586138161
35071,0.291845213,0.386327256
35072,0.560325837,0.810565855
35073,0.410711788,0.256796604
35074,0.506502427,0.26124014
35075,0.36098042,0.36098042
35076,0.321940707,0.321940707
35077,0.047109412,0.057734816
35078,0.452687243,0.452687243
35079,0.914826554,0.914826554
35080,0.556176263,0.661476976
35081,0.417280088,0.417953749
35082,0.008230209,0.054114574
35083,0.146654992,0.146654992
35084,0.798541555,0.897038931
35085,0.408472426,0.880373119
35086,0.156761421,0.157495089
35087,0.125251884,0.742334202
35088,0.677352231,0.961955508
35089,0.079677014,0.116800745
35090,0.710015208,0.931951388
35091,0.216714648,0.033233511
35092,0.15968835,0.654648311
35093,0.154488701,0.088240211
35094,0.621413666,0.496502056
35095,0.690181827,0.451246353
35096,0.259417032,0.875443891
35097,0.775039896,0.95092715
35098,0.33573702,0.708311858
35099,0.145261935,0.145261935
35100,0.67466715,0.943620751
35101,0.601611327,0.601611327
35102,0.189312978,0.189312978
35103,0.084786686,0.073708568
35104,0.428555889,0.937847705
35105,0.464918661,0.377148586
35106,0.228443816,0.482891105
35107,0.281503965,0.552029325
35108,0.214422037,0.374326819
35109,0.608658401,0.196448294
35110,0.405845134,0.27750296
35111,0.682436012,0.94562861
35112,0.579868002,0.832350272
35113,0.057017994,0.295362729
35114,0.975679461,0.986968982
35115,0.683947539,0.872208658
35116,0.04972384,0.040617174
35118,0.437173504,0.883019449
35119,0.09315489,0.244194132
35120,0.088846372,0.055294666
35121,0.523070821,0.810859805
35122,0.040957044,0.040957044
35124,0.260181045,0.677409483
35125,0.154721649,0.597000849
35128,0.450723489,0.745898803
35129,0.407639906,0.697349119
35131,0.041891482,0.303103037
35132,0.871469815,0.89339025
35133,0.148205463,0.094090761
35134,0.463751391,0.689357276
35135,0.353480661,0.158515079
35136,0.600150485,0.871985733
35137,0.82018529,0.749643344
35138,0.139754016,0.084130231
35139,0.203693387,0.49927988
35140,0.320626437,0.455629297
35141,0.228320686,0.769982799
35142,0.087291561,0.314834462
35143,0.205581025,0.144867993
35144,0.166203253,0.197665859
35145,0.32621798,0.770451167
35146,0.3473613,0.538453011
35147,0.075104242,0.075104242
35148,0.191399488,0.118040758
35149,0.16760834,0.425077186
35150,0.25248344,0.375914045
35151,0.688426984,0.88796795
35152,0.067788096,0.13747774
35153,0.030847302,0.447577492
35154,0.833000867,0.833000867
35155,0.047562722,0.873849448
35156,0.693350307,0.101526593
35157,0.444027145,0.444027145
35158,0.119231051,0.070917808
35159,0.138385871,0.157531562
35160,0.495989395,0.958533699
35161,0.057366648,0.057366648
35162,0.724218629,0.724218629
35163,0.313136032,0.589134472
35164,0.68240542,0.236110561
35165,0.459161767,0.459161767
35166,0.147185761,0.08868565
35167,0.141838651,0.14150184
35168,0.154740542,0.184513421
35169,0.135632543,0.080873925
35170,0.258764834,0.48605547
35171,0.919334926,0.669562001
35172,0.343588236,0.520094232
35174,0.093301032,0.244513336
35175,0.418713206,0.418713206
35176,0.198875878,0.71233437
35177,0.128818305,0.128818305
35178,0.118027464,0.118027464
35179,0.816740767,0.816740767
35180,0.570763607,0.881773983
35181,0.096872992,0.37499147
35182,0.031706359,0.099546661
35183,0.78121669,0.770338062
35184,0.140926017,0.084666884
35185,0.201139739,0.141504696
35186,0.827939794,0.945239598
35187,0.585187776,0.825280802
35188,0.810158668,0.748368359
35189,0.618264759,0.618264759
35190,0.146188495,0.207320767
35191,0.123668549,0.07389701
35192,0.13233285,0.455257362
35193,0.435406553,0.19734953
35194,0.020747645,0.036311162
35195,0.291660219,0.18842482
35196,0.582581692,0.582581692
35197,0.276191534,0.72622215
35198,0.477138632,0.582283113
35199,0.169438783,0.169438783
35200,0.397228459,0.942639045
35201,0.154088602,0.154088602
35202,0.227971813,0.902575234
35203,0.107978262,0.944085137
35204,0.575931511,0.575931511
35205,0.533547705,0.205084545
35206,0.479396484,0.755095519
35207,0.664317378,0.788863275
35208,0.400023005,0.106766881
35209,0.363759117,0.466195846
35211,0.594012589,0.542086997
35212,0.774240385,0.658518308
35213,0.106784484,0.194726859
35215,0.072844569,0.072844569
35216,0.148374725,0.647869634
35217,0.650216546,0.600646628
35218,0.110656747,0.281831803
35220,0.020677395,0.105625985
35221,0.448954265,0.448269119
35222,0.169779977,0.169779977
35223,0.952295188,0.975766906
35224,0.115958923,0.115958923
35225,0.90224981,0.90224981
35226,0.170401708,0.170401708
35227,0.385940227,0.527797207
35228,0.580668787,0.178755899
35229,0.59383381,0.59383381
35230,0.060990218,0.178627271
35231,0.526386359,0.526386359
35233,0.7157168,0.428519783
35234,0.132975598,0.043799792
35235,0.231403488,0.271194192
35236,0.034112982,0.011073932
35237,0.201268632,0.201268632
35238,0.05467605,0.785885525
35239,0.05207748,0.354010529
35240,0.498926089,0.949544949
35242,0.097903555,0.135069898
35243,0.755702919,0.864950147
35244,0.195216727,0.301960506
35246,0.193369858,0.298898803
35247,0.347775555,0.334342068
35248,0.768726051,0.587540564
35249,0.183765062,0.446785052
35250,0.299293973,0.299293973
35251,0.145659643,0.232167335
35252,0.080899572,0.153788358
35253,0.828460446,0.573801939
35254,0.516885381,0.463996456
35255,0.321258943,0.308365453
35256,0.378198291,0.378198291
35257,0.459578885,0.13930328
35258,0.218963449,0.136827822
35259,0.673138189,0.673138189
35260,0.939902049,0.897644009
35261,0.298697231,0.299277772
35262,0.479738869,0.442660787
35263,0.058951998,0.019528519
35264,0.363923609,0.363923609
35265,0.486661164,0.577010786
35266,0.931148931,0.916264527
35267,0.434123545,0.829558595
35269,0.091926807,0.007717731
35270,0.749844336,0.320268888
35271,0.051158453,0.65861868
35272,0.897993383,0.885864396
35273,0.043459605,0.31246126
35274,0.568382792,0.268524987
35275,0.07109422,0.300350152
35276,0.682583979,0.682583979
35277,0.507080387,0.935001656
35278,0.072420545,0.121327927
35279,0.309247858,0.63636457
35280,0.462916403,0.714417538
35281,0.077289759,0.129339626
35282,0.527277495,0.261793296
35283,0.556822272,0.364357823
35284,0.75252292,0.221506539
35285,0.258224651,0.258224651
35286,0.657329424,0.657329424
35287,0.398006117,0.398006117
35288,0.350793127,0.950823097
35289,0.081582715,0.081582715
35290,0.172233499,0.105003744
35292,0.131562823,0.310975239
35293,0.009010697,0.009010697
35294,0.401781976,0.352087311
35295,0.222886,0.222886
35296,0.588614795,0.229469831
35297,0.219455964,0.136513715
35298,0.363735672,0.329937438
35299,0.07594134,0.20629779
35300,0.190616995,0.294617448
35301,0.259398836,0.259398836
35302,0.133796948,0.427341245
35303,0.143814957,0.269101795
35304,0.42614386,0.940694896
35305,0.186222749,0.186222749
35306,0.054758466,0.025748751
35307,0.466777399,0.466777399
35308,0.092749642,0.643941432
35309,0.792827509,0.294232247
35311,0.20736603,0.173500814
35312,0.21438974,0.21438974
35313,0.791913161,0.955249353
35315,0.179320714,0.179320714
35316,0.43306201,0.523610747
35317,0.102676167,0.291014561
35318,0.182615702,0.284344567
35319,0.868337342,0.868337342
35320,0.318284812,0.734917069
35321,0.054218555,0.01017274
35322,0.141555403,0.141555403
35324,0.959223025,0.964772226
35325,0.335920293,0.414899134
35326,0.921830075,0.935794498
35327,0.629462457,0.843081645
35328,0.363110942,0.243270735
35329,0.210547781,0.643649986
35330,0.523852039,0.382851404
35331,0.072228442,0.062516263
35332,0.545530241,0.388679478
35333,0.486519771,0.749790026
35334,0.08654041,0.08654041
35335,0.230772576,0.382497919
35336,0.372888795,0.372888795
35337,0.481455004,0.481455004
35338,0.737927559,0.884098766
35339,0.143952627,0.029264694
35341,0.069098502,0.133211624
35342,0.439326483,0.439326483
35343,0.090012411,0.238293777
35344,0.365743793,0.718834214
35345,0.141570707,0.049822029
35346,0.182781505,0.519358783
35347,0.363057854,0.783842704
35348,0.055622153,0.24729076
35349,0.863653119,0.390358597
35350,0.540299722,0.540299722
35351,0.140491521,0.765844214
35352,0.02906434,0.65387458
35353,0.115118812,0.01499764
35354,0.415917447,0.917189055
35355,0.110044017,0.06500938
35356,0.089250575,0.199605154
35357,0.061255027,0.698391765
35358,0.708393822,0.434422264
35359,0.826956965,0.826956965
35360,0.400181444,0.400181444
35361,0.33799805,0.147346573
35362,0.570036597,0.295950508
35363,0.593075573,0.733448043
35364,0.317741126,0.673714574
35365,0.230085438,0.867588062
35366,0.074968859,0.074968859
35367,0.314107691,0.204777471
35368,0.175538741,0.234515353
35369,0.316435629,0.747040023
35370,0.476244429,0.944824645
35371,0.517746858,0.160283148
35372,0.089442711,0.073625334
35373,0.295580822,0.428016576
35374,0.041967065,0.272349548
35376,0.285184997,0.588674716
35377,0.60634031,0.60634031
35378,0.710284731,0.436676993
35379,0.292813272,0.911478037
35380,0.648093709,0.878032413
35381,0.373122144,0.373122144
35382,0.386127053,0.683120183
35383,0.114437869,0.114437869
35384,0.218511525,0.256826157
35385,0.189502024,0.51550999
35386,0.236220168,0.632404355
35387,0.109155012,0.124842577
35388,0.214536706,0.133456538
35389,0.228665661,0.142879812
35390,0.06527082,0.180486502
35392,0.075683774,0.315322853
35393,0.639618734,0.091179509
35394,0.983406056,0.976295538
35395,0.374484196,0.374484196
35396,0.390190977,0.29521858
35397,0.152490015,0.152490015
35398,0.385087008,0.385087008
35399,0.291602862,0.823234914
35400,0.545509953,0.975661718
35401,0.795342548,0.795342548
35402,0.353488493,0.646730099
35403,0.331680052,0.448187731
35404,0.425899925,0.282095161
35405,0.262055481,0.262055481
35406,0.179179285,0.179179285
35407,0.525138667,0.696017379
35408,0.231232866,0.348497662
35409,0.925087626,0.964467001
35410,0.781785393,0.792268005
35412,0.328145875,0.872281112
35413,0.050998365,0.091879966
35414,0.15062945,0.37321098
35415,0.031625469,0.719216226
35417,0.06491308,0.179210837
35418,0.410885209,0.462949017
35419,0.153192782,0.488705537
35420,0.031512879,0.020856736
35421,0.034426874,0.019707961
35422,0.511763272,0.892062257
35423,0.386120795,0.165885258
35424,0.132435004,0.132435004
35425,0.171589475,0.061626223
35426,0.033482833,0.55856881
35427,0.176451407,0.176451407
35428,0.153656522,0.038671807
35429,0.298136462,0.882553806
35430,0.495084016,0.236657784
35431,0.427900998,0.670170282
35432,0.757494698,0.623281429
35433,0.801784559,0.492707752
35434,0.351979082,0.522811782
35435,0.44173099,0.899519055
35436,0.587538649,0.71697645
35437,0.058463655,0.60760085
35438,0.267292331,0.267292331
35439,0.118014141,0.296194747
35440,0.138739058,0.473972989
35441,0.580625506,0.905404609
35442,0.241809507,0.533596974
35443,0.161801104,0.415467096
35444,0.258663918,0.875619991
35445,0.391584784,0.955547567
35446,0.18046972,0.240113766
35447,0.380784704,0.522358697
35448,0.177214903,0.236593058
35449,0.942482346,0.929863482
35450,0.49063108,0.775545744
35451,0.226737066,0.266003067
35452,0.057901975,0.161993345
35453,0.308916085,0.714874724
35454,0.155844392,0.155844392
35455,0.059716349,0.059716349
35456,0.431914458,0.796929489
35457,0.018972406,0.060814875
35458,0.249941748,0.291710319
35459,0.736693379,0.736693379
35460,0.96007625,0.73730518
35461,0.071794975,0.301406835
35462,0.586015442,0.941229638
35463,0.807203345,0.919184278
35464,0.712554162,0.712554162
35465,0.2254451,0.767560971
35467,0.409738561,0.933186449
35468,0.165289599,0.173703207
35469,0.645533183,0.50593685
35470,0.615561419,0.420782108
35471,0.051180579,0.051180579
35472,0.706123147,0.299906862
35474,0.522053253,0.229269992
35475,0.62676356,0.841547019
35476,0.25347203,0.793904288
35477,0.095920575,0.158363766
35478,0.022597942,0.830869163
35479,0.036885354,0.036885354
35480,0.231737292,0.231737292
35481,0.976962804,0.976962804
35482,0.785716236,0.97779769
35483,0.098558867,0.098558867
35484,0.927267396,0.936879166
35485,0.445454855,0.311740285
35486,0.225058832,0.389626892
35487,0.526244895,0.799384395
35488,0.025994632,0.045311969
35489,0.136086974,0.331304511
35490,0.724971987,0.434746872
